FundClassId,Symbol,DisplayName,CategoryName,InceptionDate,PriceDate,MSPrice,csrsPrice,ourkuPrice,PerformanceId
0P00019Z1C,1969,光大保德信尊盈半年定期开放债券C,普通债券型基金（封闭式）,2017/5/23,2018/6/19,,,,0P00019Z1C
0P00019Z1D,3955,国泰民丰回报定期开放灵活配置混合,灵活配置型基金（封闭式）,2017/3/31,2018/6/19,,,,0P00019Z1D
0P00019ZC8,2424,博时文体娱乐主题混合,激进配置型基金,2017/5/25,2018/6/19,,0.983,,0P00019ZC8
0P00019ZC9,4505,博时新兴消费主题混合,激进配置型基金,2017/6/5,2018/6/19,,1.09,,0P00019ZC9
0P0001A00Y,4466,长盛盛杰一年期定期开放混合,保守混合型基金（封闭式）,2017/5/2,2018/6/19,,,,0P0001A00Y
0P0001A0CL,2740,泓德裕泽纯债一年定期开放债券A,普通债券型基金（封闭式）,2017/5/24,2018/6/19,,,,0P0001A0CL
0P0001A0CM,2741,泓德裕泽纯债一年定期开放债券C,普通债券型基金（封闭式）,2017/5/24,2018/6/19,,,,0P0001A0CM
0P0001A1IO,4495,博时量化平衡混合,保守混合型基金,2017/5/4,2018/6/19,,1.0333,,0P0001A1IO
0P0001A1SB,4245,国都聚益定期开放混合,保守混合型基金（封闭式）,2017/5/3,2018/6/19,,,,0P0001A1SB
0P0001A2CB,4278,东方红智逸沪港深定期开放混合,沪港深混合型基金（封闭式）,2017/4/14,2018/6/19,,,,0P0001A2CB
0P0001A4HZ,4196,泓德裕鑫纯债一年定期开放债券A,普通债券型基金（封闭式）,2017/5/24,2018/6/19,,,,0P0001A4HZ
0P0001A4I0,4197,泓德裕鑫纯债一年定期开放债券C,普通债券型基金（封闭式）,2017/5/24,2018/6/19,,,,0P0001A4I0
0P0001A8VS,3879,嘉实6个月理财债券A,短债基金（封闭式）,2017/6/19,2018/6/19,,,,0P0001A8VS
0P0001A8VT,4356,嘉实6个月理财债券B,短债基金（封闭式）,2017/6/19,2018/6/19,,,,0P0001A8VT
0P0001ABM2,161130,易方达纳斯达克100指数人民币（QDII-LOF）,美国股票,2017/6/23,2018/6/19,,,,0P0001ABM2
0P0001ABM3,3722,易方达纳斯达克100指数美元（QDII-LOF）,美国股票,2017/6/23,2018/6/19,,,,0P0001ABM3
0P0001AC3A,3758,国泰稳益定期开放灵活配置混合A,灵活配置型基金（封闭式）,2017/7/26,2018/6/19,,,,0P0001AC3A
0P0001AC3B,3759,国泰稳益定期开放灵活配置混合C,灵活配置型基金（封闭式）,2017/7/26,2018/6/19,,,,0P0001AC3B
0P0001ACCQ,4601,博时富腾纯债债券,纯债基金,2017/6/27,2018/6/19,,1.0314,,0P0001ACCQ
0P0001ACCV,4577,海富通季季通利理财债券A,短债基金（封闭式）,2017/7/14,2018/6/19,,,,0P0001ACCV
0P0001ACCW,4578,海富通季季通利理财债券B,短债基金（封闭式）,2017/7/14,2018/6/19,,,,0P0001ACCW
0P0001ACD3,4290,前海开源顺和6个月定期开放债券A,激进债券型基金（封闭式）,2017/8/3,2018/6/19,,1.0303,,0P0001ACD3
0P0001ACD4,4291,前海开源顺和6个月定期开放债券C,激进债券型基金（封闭式）,2017/8/3,2018/6/19,,1.0265,,0P0001ACD4
0P0001ACL7,1576,国泰智能装备股票,股票型基金,2017/6/21,2018/6/19,,1.107,,0P0001ACL7
0P0001ACLC,3760,国泰宁益定期开放灵活配置混合A,灵活配置型基金（封闭式）,2017/8/1,2018/6/19,,,,0P0001ACLC
0P0001ACLD,3761,国泰宁益定期开放灵活配置混合C,灵活配置型基金（封闭式）,2017/8/1,2018/6/19,,,,0P0001ACLD
0P0001ADDT,4551,中银证券瑞享定期开放灵活配置混合A,灵活配置型基金（封闭式）,2017/6/2,2018/6/19,,,,0P0001ADDT
0P0001ADDU,4552,中银证券瑞享定期开放灵活配置混合C,灵活配置型基金（封闭式）,2017/6/2,2018/6/19,,,,0P0001ADDU
0P0001AGV3,163111,申万菱信中小板指数（LOF）,股票型基金,2017/5/9,2018/6/19,,0.9865,0.9865,0P0001AGV3
0P0001AHER,4677,博时战略新兴产业混合,灵活配置型基金,2017/8/9,2018/6/19,,1.023,,0P0001AHER
0P0001AHEW,4681,万家安弘纯债一年定期开放债券A,纯债基金（封闭式）,2017/8/18,2018/6/19,,,,0P0001AHEW
0P0001AHEX,4682,万家安弘纯债一年定期开放债券C,纯债基金（封闭式）,2017/8/18,2018/6/19,,,,0P0001AHEX
0P0001AHRF,4689,博时丰庆纯债债券,纯债基金,2017/8/23,2018/6/19,,1.0409,,0P0001AHRF
0P0001AIRX,4616,中欧电子信息产业沪港深股票A,沪港深股票型基金,2017/7/7,2018/6/19,,0.8927,,0P0001AIRX
0P0001AJHR,4698,博时军工主题股票,股票型基金,2017/7/4,2018/6/19,,0.807,,0P0001AJHR
0P0001AJYK,4479,博时富和纯债债券,纯债基金,2017/8/30,2018/6/19,,1.0041,,0P0001AJYK
0P0001AKYI,4573,新华鑫泰灵活配置混合,灵活配置型基金,2017/8/9,2018/6/19,,,,0P0001AKYI
0P0001ALHP,2968,新华高端制造灵活配置混合,灵活配置型基金,2017/7/25,2018/6/19,,,,0P0001ALHP
0P0001AM85,4161,国泰中国企业信用精选债券（QDII）A人民币,环球债券,2017/9/13,2018/6/19,,,,0P0001AM85
0P0001AM86,4162,国泰中国企业信用精选债券（QDII）A美元现汇,环球债券,2017/9/13,2018/6/19,,,,0P0001AM86
0P0001AM88,4164,国泰中国企业信用精选债券（QDII）C人民币,环球债券,2017/9/13,2018/6/19,,,,0P0001AM88
0P0001AN3T,4728,中欧瑾泰灵活配置混合A,灵活配置型基金,2017/8/9,2018/6/19,,1.0107,,0P0001AN3T
0P0001AN3U,4729,中欧瑾泰灵活配置混合C,灵活配置型基金,2017/8/9,2018/6/19,,1.0058,,0P0001AN3U
0P0001B67F,2155,国金鑫瑞灵活配置混合,灵活配置型基金,2017/9/13,2018/6/19,,1.0273,,0P0001B67F
0P0001B6HP,1790,国泰智能汽车股票,股票型基金,2017/8/1,2018/6/19,,0.95,,0P0001B6HP
0P0001BC52,166023,中欧瑞丰灵活配置混合（LOF）A,灵活配置型基金（封闭式）,2017/7/31,2018/6/19,,0.9546,,0P0001BC52
0P0001BC53,4740,中欧瑞丰灵活配置混合（LOF）C,灵活配置型基金（封闭式）,2017/7/31,2018/6/19,,0.9504,,0P0001BC53
0P0001BCBH,4911,中加纯债定期开放债券A,纯债基金（封闭式）,2017/7/20,2018/6/19,,,,0P0001BCBH
0P0001BCBJ,4877,汇添富全球医疗保健混合(QDII)人民币,环球股债混合,2017/8/16,2018/6/19,,,,0P0001BCBJ
0P0001BCBK,4878,汇添富全球医疗保健混合(QDII)美元现汇,环球股债混合,2017/8/16,2018/6/19,,,,0P0001BCBK
0P0001BCBL,4879,汇添富全球医疗保健混合(QDII)美元现钞,环球股债混合,2017/8/16,2018/6/19,,,,0P0001BCBL
0P0001BD03,4606,上投摩根优选多因子股票,股票型基金,2017/8/23,2018/6/19,,1.0066,,0P0001BD03
0P0001BDK4,632,中银聚利半年定期开放债券,普通债券型基金（封闭式）,2017/7/21,2018/6/19,,,,0P0001BDK4
0P0001BE1C,4576,新华恒益量化灵活配置混合,灵活配置型基金,2017/9/1,2018/6/19,,,,0P0001BE1C
0P0001BF7S,4883,中银证券瑞丰定期开放灵活配置混合A,灵活配置型基金（封闭式）,2017/9/6,2018/6/19,,,,0P0001BF7S
0P0001BF7T,4884,中银证券瑞丰定期开放灵活配置混合C,灵活配置型基金（封闭式）,2017/9/6,2018/6/19,,,,0P0001BF7T
0P0001BFNI,968013,施罗德亚洲高息股债基金M,亚洲股债混合,2015/12/18,2018/6/19,,,,0P0001BFNI
0P0001BFNN,4978,富国聚利纯债定期开放债券,纯债基金（封闭式）,2017/8/10,2018/6/19,,,,0P0001BFNN
0P0001BH65,5070,长江乐丰纯债定期开放债券,纯债基金（封闭式）,2017/8/22,2018/6/19,,,,0P0001BH65
0P0001BH66,4821,国寿安保安吉纯债半年定期开放债券,普通债券型基金（封闭式）,2017/8/22,2018/6/19,,,,0P0001BH66
0P0001BH6E,5069,长信富民纯债一年定期开放债券A,纯债基金（封闭式）,2017/8/16,2018/6/19,,,,0P0001BH6E
0P0001BHYV,160140,南方道琼斯美国精选REIT指数(QDII-LOF)A,行业股票,2017/10/26,2018/6/19,,,,0P0001BHYV
0P0001BHYW,160141,南方道琼斯美国精选REIT指数(QDII-LOF)C,行业股票,2017/10/26,2018/6/19,,,,0P0001BHYW
0P0001BIB6,2204,国泰安心回报混合,标准混合型基金,2017/11/29,2018/6/19,,1.016,,0P0001BIB6
0P0001BIB7,5062,博时中证500指数增强A,股票型基金,2017/9/26,2018/6/19,,0.8669,,0P0001BIB7
0P0001BK3X,167601,国金沪深300指数增强,股票型基金,2017/9/1,2018/6/19,,0.9888,0.9888,0P0001BK3X
0P0001BK7N,5154,博时鑫禧灵活配置混合A,灵活配置型基金,2017/9/26,2018/6/19,,1.0126,,0P0001BK7N
0P0001BK7O,5155,博时鑫禧灵活配置混合C,灵活配置型基金,2017/9/26,2018/6/19,,1.0119,,0P0001BK7O
0P0001BK7R,5183,博时富时中国A股指数,股票型基金,2017/9/29,2018/6/19,,0.853,,0P0001BK7R
0P0001BKQ5,4923,华夏鼎祥三个月定期开放债券A,纯债基金（封闭式）,2017/10/18,2018/6/19,,,,0P0001BKQ5
0P0001BKQ7,4921,华夏鼎瑞三个月定期开放债券A,纯债基金（封闭式）,2017/10/17,2018/6/19,,,,0P0001BKQ7
0P0001BKQ9,4979,华夏鼎诺三个月定期开放债券A,纯债基金（封闭式）,2017/10/13,2018/6/19,,,,0P0001BKQ9
0P0001BKV3,5158,长江乐盈定期开放债券,普通债券型基金（封闭式）,2017/11/24,2018/6/19,,,,0P0001BKV3
0P0001BM3G,4416,博时中证银联智惠大数据100指数C,股票型基金,2017/9/15,2018/6/19,,1.278,,0P0001BM3G
0P0001BMHI,166010,中欧鼎利债券,激进债券型基金,2017/9/16,2018/6/19,,1.0361,1.0361,0P0001BMHI
0P0001BNOA,519632,银河君辉3个月定期开放债券发起,纯债基金（封闭式）,2017/9/21,2018/6/19,,,,0P0001BNOA
0P0001BODY,5157,嘉实领航资产配置混合型基金中基金（FOF）C,保守混合型基金,2017/10/26,2018/6/19,,,,0P0001BODY
0P0001BODZ,5218,华夏聚惠稳健目标风险混合型基金中基金（FOF）A,保守混合型基金,2017/11/3,2018/6/19,,,,0P0001BODZ
0P0001BOE0,5219,华夏聚惠稳健目标风险混合型基金中基金（FOF）C,保守混合型基金,2017/11/3,2018/6/19,,,,0P0001BOE0
0P0001BOE1,5215,南方全天候策略混合型基金中基金（FOF）A,保守混合型基金,2017/10/19,2018/6/19,,,,0P0001BOE1
0P0001BOE2,5216,南方全天候策略混合型基金中基金（FOF）C,保守混合型基金,2017/10/19,2018/6/19,,,,0P0001BOE2
0P0001BOE4,5220,海富通聚优精选混合型基金中基金（FOF）,激进配置型基金,2017/11/6,2018/6/19,,,,0P0001BOE4
0P0001BOE5,5072,中银丰进定期开放债券,纯债基金（封闭式）,2017/11/27,2018/6/19,,,,0P0001BOE5
0P0001BP1Z,5221,泰达宏利全能优选混合型基金中基金（FOF）A,保守混合型基金,2017/11/2,2018/6/19,,,,0P0001BP1Z
0P0001BP20,5222,泰达宏利全能优选混合型基金中基金（FOF）C,保守混合型基金,2017/11/2,2018/6/19,,,,0P0001BP20
0P0001BP82,4998,长信全球债券人民币份额,环球债券,2017/12/11,2018/6/19,,,,0P0001BP82
0P0001BP83,4999,长信全球债券美元份额,环球债券,2017/12/11,2018/6/19,,,,0P0001BP83
0P0001BR0E,4565,新华华丰灵活配置混合,灵活配置型基金,2017/11/6,2018/6/19,,,,0P0001BR0E
0P0001BRRL,5208,国寿安保安裕纯债半年定期开放债券,纯债基金（封闭式）,2017/11/14,2018/6/19,,,,0P0001BRRL
0P0001BS6O,160644,鹏华香港美国互联网股票（LOF）,行业股票,2017/11/16,2018/6/19,,,,0P0001BS6O
0P0001BSWD,166024,中欧恒利三年定期开放混合,激进配置型基金（封闭式）,2017/11/1,2018/6/19,,1.0045,,0P0001BSWD
0P0001BSWJ,5018,国金民丰回报6个月定期开放混合,保守混合型基金（封闭式）,2017/11/24,2018/6/19,,,,0P0001BSWJ
0P0001BT56,160518,博时睿远事件驱动灵活配置混合（LOF）,灵活配置型基金,2017/10/17,2018/6/19,,0.938,0.938,0P0001BT56
0P0001BTL4,2109,博时裕丰纯债3个月定期开放债券发起,纯债基金（封闭式）,2017/10/18,2018/6/19,,,,0P0001BTL4
0P0001BTZC,4619,国泰民润纯债债券,纯债基金,2017/12/7,2018/6/19,,1.005,,0P0001BTZC
0P0001BTZH,5265,博时厚泽回报灵活配置混合A,灵活配置型基金,2017/11/22,2018/6/19,,0.9453,,0P0001BTZH
0P0001BTZI,5266,博时厚泽回报灵活配置混合C,灵活配置型基金,2017/11/22,2018/6/19,,0.9409,,0P0001BTZI
0P0001BTZJ,4627,上投摩根岁岁益定期开放债券A,纯债基金（封闭式）,2018/1/25,2018/6/19,,1.0123,,0P0001BTZJ
0P0001BTZK,4628,上投摩根岁岁益定期开放债券C,纯债基金（封闭式）,2018/1/25,2018/6/19,,1.0109,,0P0001BTZK
0P0001BU91,4887,长信稳通三个月定期开放债券,纯债基金（封闭式）,2017/11/3,2018/6/19,,,,0P0001BU91
0P0001BUML,5269,华泰柏瑞港股通量化灵活配置混合,沪港深混合型基金,2017/12/20,2018/6/19,,1.0027,1.0027,0P0001BUML
0P0001BV9X,1546,博时裕盈纯债3个月定期开放债券发起,纯债基金（封闭式）,2017/10/26,2018/6/19,,1.0027,1.0027,0P0001BV9X
0P0001BVH1,5051,上投摩根标普港股通低波红利指数A,沪港深股票型基金,2017/12/4,2018/6/19,,0.9742,,0P0001BVH1
0P0001BVH2,5052,上投摩根标普港股通低波红利指数C,沪港深股票型基金,2017/12/4,2018/6/19,,0.9722,,0P0001BVH2
0P0001BVHG,5172,泰康安悦纯债3个月定期开放债券,普通债券型基金（封闭式）,2017/11/1,2018/6/19,,,,0P0001BVHG
0P0001BVR6,5280,安信稳健阿尔法定期开放混合,市场中性策略（封闭式）,2017/12/6,2018/6/19,,,,0P0001BVR6
0P0001C5QW,5246,国泰可转债债券,可转债基金,2017/12/28,2018/6/19,,0.9147,,0P0001C5QW
0P0001C5T1,163825,中银互利半年定期开放债券,普通债券型基金（封闭式）,2017/11/9,2018/6/19,,,,0P0001C5T1
0P0001C600,4734,中欧瑾灵灵活配置混合A,灵活配置型基金,2017/12/1,2018/6/19,,0.9829,,0P0001C600
0P0001C601,4735,中欧瑾灵灵活配置混合C,灵活配置型基金,2017/12/1,2018/6/19,,0.9757,,0P0001C601
0P0001C602,4738,上投摩根安隆回报混合A,保守混合型基金,2018/2/8,2018/6/19,,1.0011,,0P0001C602
0P0001C603,4739,上投摩根安隆回报混合C,保守混合型基金,2018/2/8,2018/6/19,,0.9993,,0P0001C603
0P0001C604,5277,海富通融丰定期开放债券,纯债基金（封闭式）,2018/2/11,2018/6/19,,,,0P0001C604
0P0001C6K7,5019,国投瑞银和泰6个月定期开放债券,激进债券型基金（封闭式）,2017/11/24,2018/6/19,,,,0P0001C6K7
0P0001C8KR,1545,博时裕嘉纯债3个月定期开放债券,纯债基金（封闭式）,2017/11/16,2018/6/19,,,,0P0001C8KR
0P0001C8QY,4844,中银利享定期开放债券,纯债基金（封闭式）,2017/12/26,2018/6/19,,,,0P0001C8QY
0P0001C8TT,4038,中银富享定期开放债券,纯债基金（封闭式）,2017/11/17,2018/6/19,,,,0P0001C8TT
0P0001C90V,5161,华商上游产业股票,股票型基金,2017/12/27,2018/6/19,,0.8921,,0P0001C90V
0P0001C910,4778,上投摩根安腾回报混合A,保守混合型基金,2018/2/27,2018/6/19,,1.0069,,0P0001C910
0P0001C911,4779,上投摩根安腾回报混合C,保守混合型基金,2018/2/27,2018/6/19,,1.0027,,0P0001C911
0P0001CA21,5120,上投摩根量化多因子灵活配置混合,灵活配置型基金,2018/1/19,2018/6/19,,0.941,,0P0001CA21
0P0001CAC7,165528,信诚鼎利灵活配置混合（LOF）,灵活配置型基金,2017/11/27,2018/6/19,,0.936,0.936,0P0001CAC7
0P0001CAC9,161232,国投瑞银瑞盛灵活配置混合,灵活配置型基金,2017/11/25,2018/6/19,,0.653,0.653,0P0001CAC9
0P0001CAKB,5307,财通资管鑫达回报混合A,保守混合型基金,2018/1/24,2018/6/19,,,,0P0001CAKB
0P0001CAKC,5308,财通资管鑫达回报混合C,保守混合型基金,2018/1/24,2018/6/19,,,,0P0001CAKC
0P0001CBVD,5378,新疆前海联合泓元纯债定期开放债券,纯债基金（封闭式）,2017/12/6,2018/6/19,,,,0P0001CBVD
0P0001CBZR,160519,博时睿利事件驱动灵活配置混合,灵活配置型基金,2017/12/4,2018/6/19,,0.859,0.859,0P0001CBZR
0P0001CCIX,4847,中欧聚信债券,激进配置型基金,2018/2/9,2018/6/19,,0.9956,,0P0001CCIX
0P0001CCUH,5446,鑫元广利定期开放债券,纯债基金（封闭式）,2017/12/13,2018/6/19,,,,0P0001CCUH
0P0001CD5U,5479,安信永泰定期开放债券,激进债券型基金（封闭式）,2017/12/28,2018/6/19,,,,0P0001CD5U
0P0001CDZM,5488,天弘尊享定期开放债券,纯债基金（封闭式）,2017/12/25,2018/6/19,,,,0P0001CDZM
0P0001CEF8,511290,广发上证10年期国债ETF,纯债基金,2018/3/26,2018/6/19,,101.2092,,0P0001CEF8
0P0001CEFB,5384,银河铭忆3个月定期开放债券,纯债基金（封闭式）,2017/12/20,2018/6/19,,,,0P0001CEFB
0P0001CESF,3526,农银汇理金穗纯债3个月定期开放债券,纯债基金（封闭式）,2017/12/15,2018/6/19,,,,0P0001CESF
0P0001CESG,519162,新华增怡债券A,激进债券型基金,2017/12/18,2018/6/19,,,1.1311,0P0001CESG
0P0001CESH,519163,新华增怡债券C,激进债券型基金,2017/12/18,2018/6/19,,,1.1634,0P0001CESH
0P0001CESI,2421,新华增强债券A,激进债券型基金,2017/12/18,2018/6/19,,,1.1187,0P0001CESI
0P0001CESJ,2422,新华增强债券C,激进债券型基金,2017/12/18,2018/6/19,,,1.1088,0P0001CESJ
0P0001CESN,968014,东方汇理亚太新动力股息基金(M 人民币(对冲)-累算),亚太区不包括日本股票收益,2017/12/18,2018/6/19,,,,0P0001CESN
0P0001CESO,968015,东方汇理亚太新动力股息基金(M 人民币(对冲)-分派),亚太区不包括日本股票收益,2017/12/18,2018/6/19,,,,0P0001CESO
0P0001CFMS,5522,华泰保兴吉年福定期开放灵活配置混合,灵活配置型基金（封闭式）,2017/12/28,2018/6/19,,,,0P0001CFMS
0P0001CG52,5388,兴业安弘3个月定期开放债券,纯债基金（封闭式）,2017/12/29,2018/6/19,,,,0P0001CG52
0P0001CG54,5340,兴业6个月定期开放债券,纯债基金（封闭式）,2017/12/29,2018/6/19,,,,0P0001CG54
0P0001CGEW,4812,中欧先进制造股票A,沪港深股票型基金,2018/1/19,2018/6/19,,0.8827,,0P0001CGEW
0P0001CGEX,4813,中欧先进制造股票C,沪港深股票型基金,2018/1/19,2018/6/19,,0.8798,,0P0001CGEX
0P0001CGF0,4926,中航军民融合精选混合A,激进配置型基金,2018/2/9,2018/6/19,,0.9381,,0P0001CGF0
0P0001CGF1,4927,中航军民融合精选混合C,激进配置型基金,2018/2/9,2018/6/19,,0.9341,,0P0001CGF1
0P0001CGF2,5443,国金量化多策略灵活配置混合,灵活配置型基金,2018/2/1,2018/6/19,,0.8717,,0P0001CGF2
0P0001CGPS,5482,博时创新驱动灵活配置混合A,灵活配置型基金,2018/1/26,2018/6/19,,0.9632,,0P0001CGPS
0P0001CGPT,5483,博时创新驱动灵活配置混合C,灵活配置型基金,2018/1/26,2018/6/19,,0.9601,,0P0001CGPT
0P0001CH79,163417,兴全合宜灵活配置混合,沪港深混合型基金（封闭式）,2018/1/23,2018/6/19,,0.9339,,0P0001CH79
0P0001CHFJ,5421,中欧嘉泽灵活配置混合,沪港深混合型基金,2018/1/26,2018/6/19,,0.9519,,0P0001CHFJ
0P0001CHRB,5552,富兰克林国海新趋势灵活配置混合A,沪港深混合型基金,2018/2/8,2018/6/19,,,,0P0001CHRB
0P0001CHRC,5553,富兰克林国海新趋势灵活配置混合C,沪港深混合型基金,2018/2/8,2018/6/19,,,,0P0001CHRC
0P0001CIDL,2143,博时裕坤纯债3个月定期开放债券,纯债基金（封闭式）,2018/2/8,2018/6/19,,,,0P0001CIDL
0P0001CIFH,5241,中欧时代智慧混合A,沪港深混合型基金,2018/1/25,2018/6/19,,0.9386,,0P0001CIFH
0P0001CIFI,5242,中欧时代智慧混合C,沪港深混合型基金,2018/1/25,2018/6/19,,0.9354,,0P0001CIFI
0P0001CIN9,5575,长信稳鑫三个月定期开放债券,纯债基金（封闭式）,2018/1/19,2018/6/19,,,,0P0001CIN9
0P0001CJLY,5557,广发海外多元配置（QDII）人民币,环球股债混合,2018/2/8,2018/6/19,,,,0P0001CJLY
0P0001CJLZ,5558,广发海外多元配置（QDII）美元,环球股债混合,2018/2/8,2018/6/19,,,,0P0001CJLZ
0P0001CJM9,968021,东亚联丰亚洲债券及货币基金A类别人民币(对冲)(累积),亚洲高收益债券,2018/3/28,2018/6/19,,,,0P0001CJM9
0P0001CJV4,4814,中欧红利优享灵活配置混合A,沪港深混合型基金,2018/4/19,2018/6/19,,0.9657,,0P0001CJV4
0P0001CJV5,4815,中欧红利优享灵活配置混合C,沪港深混合型基金,2018/4/19,2018/6/19,,0.9639,,0P0001CJV5
0P0001CJVC,5547,诺安圆鼎定期开放债券,普通债券型基金（封闭式）,2018/1/23,2018/6/19,,,,0P0001CJVC
0P0001CLDP,5620,中欧品质消费股票A,沪港深股票型基金,2018/2/11,2018/6/19,,1.0353,,0P0001CLDP
0P0001CLDQ,5621,中欧品质消费股票C,沪港深股票型基金,2018/2/11,2018/6/19,,1.0291,,0P0001CLDQ
0P0001CLDR,5622,博时富安纯债3个月定期开放债券,纯债基金（封闭式）,2018/2/2,2018/6/19,,1.0147,,0P0001CLDR
0P0001CLI0,167001,平安大华鼎泰灵活配置混合（LOF）,灵活配置型基金,2018/1/20,2018/6/19,,0.6893,0.6893,0P0001CLI0
0P0001CM1H,5556,汇安裕华纯债定期开放债券,纯债基金（封闭式）,2018/2/7,2018/6/19,,,,0P0001CM1H
0P0001CM8Q,5631,博时富乾纯债3个月定期开放债券,纯债基金（封闭式）,2018/2/8,2018/6/19,,,,0P0001CM8Q
0P0001CMH4,5645,华泰保兴尊信定期开放纯债债券,纯债基金（封闭式）,2018/2/6,2018/6/19,,,,0P0001CMH4
0P0001CMQ7,5548,诺安鑫享定期开放债券,纯债基金（封闭式）,2018/2/7,2018/6/19,,,,0P0001CMQ7
0P0001CNQP,519167,新华精选低波动股票,股票型基金,2018/2/3,2018/6/19,,,0.9334,0P0001CNQP
0P0001COG2,5676,易方达标普全球高端消费品指数增强C(QDII) - 人民币,行业股票,2018/2/9,2018/6/19,,,,0P0001COG2
0P0001CP2H,1428,工银瑞信灵活配置混合B,标准混合型基金,2018/2/9,2018/6/19,,,,0P0001CP2H
0P0001CP5O,5593,上投摩根创新商业模式灵活配置混合,沪港深混合型基金,2018/4/2,2018/6/19,,0.9274,,0P0001CP5O
0P0001CQTS,160522,博时睿益事件驱动灵活配置混合（LOF）,灵活配置型基金,2018/2/23,2018/6/19,,0.904,0.904,0P0001CQTS
0P0001CROF,5635,博时量化多策略股票A,沪港深股票型基金,2018/4/3,2018/6/19,,0.9208,,0P0001CROF
0P0001CROG,5636,博时量化多策略股票C,沪港深股票型基金,2018/4/3,2018/6/19,,0.9192,,0P0001CROG
0P0001CSHC,5275,中欧创新成长灵活配置混合A,沪港深混合型基金,2018/3/26,2018/6/19,,0.9695,,0P0001CSHC
0P0001CSHD,5276,中欧创新成长灵活配置混合C,沪港深混合型基金,2018/3/26,2018/6/19,,0.9675,,0P0001CSHD
0P0001CST4,2291,诺安安鑫灵活配置混合,灵活配置型基金,2018/3/2,2018/6/19,,1.0234,1.0234,0P0001CST4
0P0001CSZE,5710,兴业嘉润3个月定期开放债券,纯债基金（封闭式）,2018/3/8,2018/6/19,,,,0P0001CSZE
0P0001CT5S,2872,华夏智胜价值成长股票C,股票型基金,2018/3/6,2018/6/19,,,,0P0001CT5S
0P0001CT68,1584,国投瑞银新活力定期开放混合A,保守混合型基金（封闭式）,2018/3/6,2018/6/19,,,,0P0001CT68
0P0001CT69,1585,国投瑞银新活力定期开放混合C,保守混合型基金（封闭式）,2018/3/6,2018/6/19,,,,0P0001CT69
0P0001CTD7,5698,华夏全球科技先锋混合QDII,行业股票,2018/4/17,2018/6/19,,,,0P0001CTD7
0P0001CTOF,5705,永赢恒益债券,纯债基金,2018/5/14,2018/6/19,,1.0021,,0P0001CTOF
0P0001CU1V,5607,华宝中证500指数增强A,股票型基金,2018/4/19,2018/6/19,,0.9014,,0P0001CU1V
0P0001CU1W,5608,华宝中证500指数增强C,股票型基金,2018/4/19,2018/6/19,,0.9008,,0P0001CU1W
0P0001CU1X,5613,上投摩根富时发达市场REITs指数QDII人民币份额,行业股票,2018/4/26,2018/6/19,,,,0P0001CU1X
0P0001CU1Y,5615,上投摩根富时发达市场REITs指数QDII美汇,行业股票,2018/4/26,2018/6/19,,,,0P0001CU1Y
0P0001CU1Z,5614,上投摩根富时发达市场REITs指数QDII美钞,行业股票,2018/4/26,2018/6/19,,,,0P0001CU1Z
0P0001CU2W,5737,博时上证50ETF联接C,股票型基金,2018/3/21,2018/6/19,,0.91,,0P0001CU2W
0P0001CWWK,3832,中银丰润定期开放债券型发起式,纯债基金（封闭式）,2018/3/16,2018/6/19,,,,0P0001CWWK
0P0001CX41,5699,工银瑞信新经济灵活配置混合QDII人民币,环球股债混合,2018/5/10,2018/6/19,,,,0P0001CX41
0P0001CX42,5700,工银瑞信新经济灵活配置混合QDII美元,环球股债混合,2018/5/10,2018/6/19,,,,0P0001CX42
0P0001CX68,501026,财通多策略福享混合（LOF）,灵活配置型基金,2018/3/17,2018/6/19,,0.8013,0.8013,0P0001CX68
0P0001CXPP,5787,中欧新趋势混合C,激进配置型基金,2018/3/21,2018/6/19,,1.0343,,0P0001CXPP
0P0001CZE2,5795,博时中证500指数增强C,股票型基金,2018/3/31,2018/6/19,,0.8664,,0P0001CZE2
0P0001CZE5,167004,平安大华鼎沣纯债债券,纯债基金,2018/3/24,2018/6/19,,0.9841,,0P0001CZE5
0P0001CZE6,2988,平安大华鼎信债券,激进债券型基金,2018/3/24,2018/6/19,,1.0675,1.0675,0P0001CZE6
0P0001CZEE,2716,博时裕通纯债3个月定期开放债券A,纯债基金（封闭式）,2018/3/26,2018/6/19,,,,0P0001CZEE
0P0001CZEF,2812,博时裕通纯债3个月定期开放债券C,纯债基金（封闭式）,2018/3/26,2018/6/19,,,,0P0001CZEF
0P0001D17R,4045,金鹰添润定期开放债券,纯债基金（封闭式）,2018/3/28,2018/6/19,,0.9961,,0P0001D17R
0P0001D17S,2440,中加瑞盈债券,激进债券型基金,2018/3/28,2018/6/19,,1.0363,1.0363,0P0001D17S
0P0001D17V,3450,招商招信3个月定期开放债券A,纯债基金（封闭式）,2018/3/28,2018/6/19,,,,0P0001D17V
0P0001D17W,3451,招商招信3个月定期开放债券C,纯债基金（封闭式）,2018/3/28,2018/6/19,,,,0P0001D17W
0P0001D29O,3651,博时丰达纯债6个月定期开放债券,纯债基金（封闭式）,2018/3/29,2018/6/19,,,,0P0001D29O
0P0001D2DG,5754,平安大华短债债券A,纯债基金,2018/5/16,2018/6/19,,1.0035,,0P0001D2DG
0P0001D2DH,5755,平安大华短债债券C,纯债基金,2018/5/16,2018/6/19,,1.0034,,0P0001D2DH
