FundClassId,Symbol,DisplayName,CategoryName,InceptionDate,PriceDate,MSPrice,csrsPrice,ourkuPrice,PerformanceId
0P0001BOE0,5219,华夏聚惠稳健目标风险混合型基金中基金（FOF）C,保守混合型基金,2017/11/3,2018/6/15,,,,0P0001BOE0
0P0001BP1Z,5221,泰达宏利全能优选混合型基金中基金（FOF）A,保守混合型基金,2017/11/2,2018/6/15,,,,0P0001BP1Z
0P0001BP20,5222,泰达宏利全能优选混合型基金中基金（FOF）C,保守混合型基金,2017/11/2,2018/6/15,,,,0P0001BP20
0P0001CJLZ,5558,广发海外多元配置（QDII）美元,环球股债混合,2018/2/8,2018/6/15,,,,0P0001CJLZ
0P0001CP2H,1428,工银瑞信灵活配置混合B,标准混合型基金,2018/2/9,2018/6/15,,,,0P0001CP2H
0P0001CT5S,2872,华夏智胜价值成长股票C,股票型基金,2018/3/6,2018/6/15,,,,0P0001CT5S
0P0001CU1X,5613,上投摩根富时发达市场REITs指数QDII人民币份额,行业股票,2018/4/26,2018/6/15,,,,0P0001CU1X
0P0001CU1Y,5615,上投摩根富时发达市场REITs指数QDII美汇,行业股票,2018/4/26,2018/6/15,,,,0P0001CU1Y
0P0001CU1Z,5614,上投摩根富时发达市场REITs指数QDII美钞,行业股票,2018/4/26,2018/6/15,,,,0P0001CU1Z
0P0001D17W,3451,招商招信3个月定期开放债券C,纯债基金（封闭式）,2018/3/28,2018/6/15,,,,0P0001D17W
0P0001D3HQ,3443,招商招惠3个月定期开放债券C,纯债基金（封闭式）,2018/4/5,2018/6/15,,,,0P0001D3HQ
0P0001D4AQ,5758,中融量化精选混合型基金中基金（FOF）A,保守混合型基金,2018/5/4,2018/6/15,,,,0P0001D4AQ
0P0001D4AR,5759,中融量化精选混合型基金中基金（FOF）C,保守混合型基金,2018/5/4,2018/6/15,,,,0P0001D4AR
